Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3937722139",,time_created,"863644184",,manufacturer,"1",,type,"4",,,,,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,1,file_creator,software_version,"430",,,,,,,,,,,,,,,,,,,,
Definition,2,event,timestamp,1,,data,1,,event,1,,event_type,1,,event_group,1,,,,,,,,
Data,2,event,timestamp,"2",s,timer_trigger,"0",,event,"0",,event_type,"0",,event_group,"0",,,,,,,,
Definition,3,device_info,timestamp,1,,serial_number,1,,cum_operating_time,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,manufacturer,1,,product,1,,software_version,1,,battery_voltage,1,,ant_device_number,1,,device_index,1,,device_type,1,,hardware_version,1,,unknown,1,,battery_status,1,,ant_transmission_type,1,,ant_network,1,,unknown,1,,source_type,1,,
Data,7,record,timestamp,"3",s,distance,"0.0",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,camera_event,timestamp,1,,camera_file_uuid,128,,timestamp_ms,1,,camera_event_type,1,,camera_orientation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,camera_event,timestamp,"3",s,camera_file_uuid,"VIRBactioncameraULTRA30_Video_1920_1080_29.9700_3937722139_337a2a19_1_79_2017-05-13-17-09-44.fit",,timestamp_ms,"282",ms,camera_event_type,"4",,camera_orientation,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,camera_event,timestamp,"3",s,camera_file_uuid,"VIRBactioncameraULTRA30_Video_1920_1080_29.9700_3937722139_337a2a19_1_79_2017-05-13-17-09-44.fit",,timestamp_ms,"349",ms,camera_event_type,"0",,camera_orientation,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,10,gyroscope_data,timestamp,1,,sample_time_offset,30,,gyro_x,30,,gyro_y,30,,gyro_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"3",s,sample_time_offset,"0|10|22|32|42|52|62|72|82|92|102|112|122|132|142|154|164|174|184|196|206|216|226|239|249|259|269|284|294|304",ms,gyro_x,"32767|32767|32768|32768|32769|32768|32768|32767|32768|32769|32769|32769|32769|32768|32767|32767|32767|32768|32769|32769|32770|32769|32768|32767|32767|32767|32768|32768|32768|32767",counts,gyro_y,"32755|32755|32755|32755|32754|32754|32754|32754|32754|32754|32754|32755|32755|32755|32754|32754|32754|32754|32755|32755|32756|32755|32753|32752|32753|32754|32754|32754|32753|32754",counts,gyro_z,"32738|32737|32738|32738|32738|32738|32738|32737|32737|32737|32738|32738|32738|32738|32737|32737|32737|32738|32738|32738|32738|32739|32739|32738|32737|32737|32737|32738|32738|32738",counts,timestamp_ms,"182",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,11,accelerometer_data,timestamp,1,,sample_time_offset,30,,accel_x,30,,accel_y,30,,accel_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"3",s,sample_time_offset,"0|10|22|32|42|52|62|72|82|92|102|112|122|132|142|154|164|174|184|196|206|216|226|239|249|259|269|284|294|304",ms,accel_x,"30763|30763|30761|30761|30760|30758|30757|30756|30756|30757|30758|30759|30759|30760|30760|30760|30759|30759|30760|30761|30761|30759|30758|30758|30760|30760|30759|30759|30760|30761",counts,accel_y,"32721|32722|32723|32723|32723|32722|32721|32721|32721|32722|32721|32720|32722|32724|32724|32723|32719|32719|32720|32720|32720|32719|32717|32716|32717|32720|32721|32719|32719|32718",counts,accel_z,"32961|32958|32958|32959|32963|32964|32961|32960|32960|32961|32962|32964|32966|32966|32965|32964|32962|32962|32962|32961|32959|32959|32959|32960|32961|32961|32961|32962|32963|32962",counts,timestamp_ms,"182",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,12,magnetometer_data,timestamp,1,,sample_time_offset,30,,mag_x,30,,mag_y,30,,mag_z,30,,timestamp_ms,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,magnetometer_data,timestamp,"3",s,sample_time_offset,"0|10|22|32|42|52|62|72|82|92|102|112|122|132|142|154|164|174|184|196|206|216|226|239|249|259|269|284|294|304",ms,mag_x,"33025|33023|33024|33025|33026|33026|33025|33023|33022|33023|33024|33023|33023|33023|33023|33023|33022|33020|33020|33019|33018|33019|33020|33020|33019|33019|33018|33018|33019|33019",counts,mag_y,"33244|33243|33245|33246|33248|33248|33246|33247|33247|33248|33249|33248|33248|33251|33254|33252|33242|33231|33226|33227|33231|33231|33230|33230|33229|33229|33231|33230|33229|33228",counts,mag_z,"33478|33481|33480|33478|33477|33478|33480|33482|33484|33484|33484|33484|33483|33483|33484|33485|33488|33492|33494|33494|33494|33493|33492|33493|33493|33493|33494|33493|33492|33491",counts,timestamp_ms,"182",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"3",s,sample_time_offset,"0|10|20|30|40|53|63|73|84|97|107|117|127|138|149|159|169|182|192|202|212|224|234|244|255|268|278|288|298|309",ms,gyro_x,"32768|32768|32768|32768|32768|32768|32768|32769|32769|32769|32769|32769|32769|32769|32769|32769|32769|32768|32768|32768|32768|32768|32768|32768|32768|32768|32768|32767|32767|32768",counts,gyro_y,"32754|32754|32754|32754|32754|32755|32755|32755|32754|32755|32755|32755|32754|32754|32754|32755|32755|32755|32755|32755|32754|32755|32755|32755|32754|32755|32754|32754|32754|32755",counts,gyro_z,"32737|32737|32738|32739|32739|32738|32737|32737|32737|32738|32738|32738|32738|32737|32737|32738|32739|32738|32738|32738|32738|32738|32738|32737|32737|32737|32738|32739|32739|32739",counts,timestamp_ms,"496",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"3",s,sample_time_offset,"0|10|20|30|40|53|63|73|84|97|107|117|127|138|149|159|169|182|192|202|212|224|234|244|255|268|278|288|298|309",ms,accel_x,"30760|30759|30758|30759|30761|30761|30759|30758|30758|30759|30760|30758|30757|30758|30761|30763|30764|30764|30761|30759|30759|30763|30764|30760|30759|30758|30758|30761|30760|30759",counts,accel_y,"32719|32719|32719|32719|32716|32718|32721|32722|32721|32721|32721|32721|32722|32722|32722|32722|32721|32721|32720|32718|32716|32713|32716|32721|32721|32719|32717|32716|32718|32721",counts,accel_z,"32960|32961|32962|32962|32962|32960|32960|32959|32961|32962|32961|32961|32962|32961|32962|32964|32964|32963|32960|32957|32960|32964|32964|32961|32960|32960|32961|32960|32961|32962",counts,timestamp_ms,"496",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,magnetometer_data,timestamp,"3",s,sample_time_offset,"0|10|20|30|40|53|63|73|84|97|107|117|127|138|149|159|169|182|192|202|212|224|234|244|255|268|278|288|298|309",ms,mag_x,"33018|33018|33018|33018|33019|33019|33018|33018|33018|33018|33019|33020|33019|33020|33020|33020|33021|33022|33022|33021|33021|33020|33020|33021|33021|33020|33020|33020|33020|33021",counts,mag_y,"33228|33229|33231|33231|33230|33230|33231|33230|33230|33230|33229|33229|33228|33226|33226|33229|33228|33227|33227|33226|33227|33229|33228|33225|33225|33226|33229|33230|33229|33230",counts,mag_z,"33492|33492|33493|33493|33492|33492|33493|33494|33493|33493|33492|33491|33491|33490|33489|33491|33491|33490|33490|33489|33489|33490|33491|33489|33489|33490|33491|33491|33490|33488",counts,timestamp_ms,"496",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"3",s,sample_time_offset,"0|10|20|34|44|54|64|75|85|95|105|119|129|139|149|161|171|181|191|201|211|221|231|241|251|261|271|281|291|301",ms,gyro_x,"32768|32768|32769|32769|32770|32770|32769|32768|32768|32768|32769|32769|32768|32768|32768|32768|32768|32768|32768|32768|32768|32768|32768|32768|32769|32769|32768|32768|32769|32769",counts,gyro_y,"32756|32755|32755|32756|32756|32755|32754|32754|32754|32754|32754|32753|32754|32755|32753|32752|32753|32754|32754|32754|32755|32755|32754|32754|32754|32754|32754|32753|32754|32754",counts,gyro_z,"32738|32738|32738|32738|32738|32738|32738|32738|32739|32738|32738|32738|32738|32737|32736|32736|32737|32737|32737|32738|32738|32737|32737|32737|32738|32738|32738|32738|32738|32738",counts,timestamp_ms,"815",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"3",s,sample_time_offset,"0|10|20|34|44|54|64|75|85|95|105|119|129|139|149|161|171|181|191|201|211|221|231|241|251|261|271|281|291|301",ms,accel_x,"30762|30766|30764|30761|30763|30765|30766|30765|30762|30762|30765|30762|30760|30762|30763|30761|30759|30757|30756|30757|30757|30758|30757|30758|30758|30760|30761|30758|30760|30758",counts,accel_y,"32723|32723|32724|32724|32724|32725|32726|32726|32724|32725|32724|32723|32721|32718|32716|32715|32715|32716|32716|32717|32716|32716|32715|32716|32717|32714|32717|32724|32723|32725",counts,accel_z,"32962|32961|32961|32961|32959|32958|32959|32960|32961|32961|32960|32961|32963|32964|32961|32962|32963|32962|32961|32958|32958|32959|32962|32963|32964|32964|32962|32961|32961|32962",counts,timestamp_ms,"815",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,magnetometer_data,timestamp,"3",s,sample_time_offset,"0|10|20|34|44|54|64|75|85|95|105|119|129|139|149|161|171|181|191|201|211|221|231|241|251|261|271|281|291|301",ms,mag_x,"33021|33019|33020|33021|33020|33020|33019|33018|33019|33021|33020|33020|33021|33021|33021|33021|33020|33021|33024|33027|33030|33032|33032|33031|33030|33031|33030|33030|33031|33031",counts,mag_y,"33231|33230|33227|33226|33228|33228|33228|33228|33227|33228|33229|33227|33226|33226|33226|33228|33230|33234|33242|33254|33267|33275|33274|33268|33264|33265|33268|33267|33264|33266",counts,mag_z,"33488|33490|33490|33490|33491|33490|33490|33490|33490|33489|33490|33490|33488|33488|33489|33489|33490|33488|33482|33478|33474|33470|33469|33471|33472|33472|33472|33471|33469|33469",counts,timestamp_ms,"815",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"4",s,distance,"0.0",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"4",s,sample_time_offset,"0|10|21|31|41|51|61|71|81|91|101|111|121|131|141|151|161|171|181|191|201|211|221|231|241|251|261|271|281|291",ms,gyro_x,"32769|32770|32769|32769|32769|32769|32768|32768|32768|32767|32767|32768|32769|32768|32768|32767|32768|32767|32768|32768|32769|32768|32768|32769|32769|32769|32768|32768|32768|32767",counts,gyro_y,"32755|32756|32754|32754|32755|32753|32754|32755|32754|32754|32754|32753|32754|32754|32754|32754|32754|32756|32754|32754|32754|32754|32754|32755|32754|32755|32755|32754|32755|32755",counts,gyro_z,"32738|32738|32739|32739|32738|32738|32738|32738|32738|32738|32738|32738|32738|32738|32739|32738|32737|32737|32737|32737|32737|32737|32737|32736|32736|32737|32737|32736|32736|32736",counts,timestamp_ms,"126",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"4",s,sample_time_offset,"0|10|21|31|41|51|61|71|81|91|101|111|121|131|141|151|161|171|181|191|201|211|221|231|241|251|261|271|281|291",ms,accel_x,"30757|30764|30763|30758|30762|30761|30761|30761|30758|30758|30759|30760|30760|30757|30760|30763|30760|30763|30764|30762|30763|30763|30760|30762|30759|30757|30758|30757|30757|30754",counts,accel_y,"32726|32721|32721|32722|32723|32722|32725|32727|32727|32724|32723|32723|32722|32721|32722|32724|32722|32723|32721|32720|32718|32718|32719|32722|32724|32722|32718|32718|32719|32709",counts,accel_z,"32963|32961|32961|32962|32962|32964|32965|32964|32964|32964|32965|32964|32964|32967|32966|32962|32961|32960|32962|32962|32963|32962|32964|32964|32965|32963|32961|32959|32960|32960",counts,timestamp_ms,"126",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,magnetometer_data,timestamp,"4",s,sample_time_offset,"0|10|21|31|41|51|61|71|81|91|101|111|121|131|141|151|161|171|181|191|201|211|221|231|241|251|261|271|281|291",ms,mag_x,"33030|33030|33031|33031|33031|33032|33030|33029|33031|33031|33030|33029|33030|33031|33033|33034|33032|33031|33031|33031|33031|33032|33032|33031|33031|33032|33031|33030|33030|33030",counts,mag_y,"33266|33266|33266|33268|33268|33268|33267|33266|33265|33264|33260|33254|33253|33261|33269|33271|33270|33268|33267|33265|33264|33263|33265|33262|33261|33265|33267|33263|33259|33262",counts,mag_z,"33470|33470|33470|33471|33472|33471|33472|33472|33471|33471|33471|33471|33471|33472|33469|33467|33470|33472|33470|33470|33471|33470|33470|33471|33472|33471|33471|33470|33470|33471",counts,timestamp_ms,"126",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"4",s,sample_time_offset,"0|10|20|30|40|50|60|70|80|90|100|110|120|130|140|151|161|171|181|193|203|213|223|233|243|253|263|273|283|293",ms,gyro_x,"32767|32765|32768|32772|32768|32768|32768|32771|32766|32769|32769|32770|32767|32768|32768|32768|32767|32767|32768|32769|32769|32769|32768|32768|32769|32768|32767|32767|32767|32768",counts,gyro_y,"32755|32755|32752|32757|32757|32750|32753|32752|32756|32752|32758|32753|32754|32754|32755|32754|32753|32755|32752|32750|32751|32753|32753|32752|32750|32752|32754|32755|32752|32753",counts,gyro_z,"32737|32739|32738|32736|32739|32740|32739|32737|32740|32739|32737|32735|32737|32737|32737|32738|32739|32739|32738|32738|32737|32737|32738|32738|32738|32737|32737|32737|32738|32738",counts,timestamp_ms,"427",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"4",s,sample_time_offset,"0|10|20|30|40|50|60|70|80|90|100|110|120|130|140|151|161|171|181|193|203|213|223|233|243|253|263|273|283|293",ms,accel_x,"30766|30768|30739|30745|30764|30759|30755|30764|30774|30754|30762|30762|30766|30758|30761|30757|30753|30749|30745|30751|30763|30755|30751|30755|30760|30756|30757|30768|30765|30762",counts,accel_y,"32684|32710|32731|32734|32717|32721|32724|32707|32709|32716|32724|32718|32728|32731|32730|32724|32723|32723|32723|32723|32727|32728|32729|32729|32724|32719|32720|32720|32715|32716",counts,accel_z,"32966|32959|32967|32966|32972|32967|32959|32961|32955|32965|32959|32965|32958|32962|32958|32962|32965|32968|32966|32963|32960|32964|32962|32962|32961|32962|32963|32960|32962|32960",counts,timestamp_ms,"427",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,12,magnetometer_data,timestamp,"4",s,sample_time_offset,"0|10|20|30|40|50|60|70|80|90|100|110|120|130|140|151|161|171|181|193|203|213|223|233|243|253|263|273|283|293",ms,mag_x,"33029|33029|33029|33029|33032|33035|33033|33031|33032|33033|33032|33032|33033|33034|33034|33033|33032|33033|33034|33032|33028|33028|33030|33029|33028|33028|33030|33030|33029|33026",counts,mag_y,"33260|33255|33252|33258|33271|33280|33276|33269|33270|33273|33272|33267|33269|33273|33273|33269|33269|33273|33278|33274|33258|33251|33258|33259|33261|33270|33276|33272|33259|33254",counts,mag_z,"33474|33474|33476|33477|33472|33468|33470|33473|33471|33470|33471|33470|33468|33466|33466|33469|33472|33472|33469|33470|33476|33477|33473|33473|33474|33473|33471|33470|33474|33478",counts,timestamp_ms,"427",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,10,gyroscope_data,timestamp,"4",s,sample_time_offset,"0|10|20|30|40|50|60|70|80|90|100|110|120|130|140|150|160|170|180|190|200|210|220|230|240|250|260|270|280|290",ms,gyro_x,"32768|32768|32768|32767|32767|32768|32767|32768|32768|32768|32767|32768|32768|32768|32767|32767|32767|32769|32769|32769|32769|32769|32769|32768|32768|32768|32767|32767|32767|32767",counts,gyro_y,"32754|32755|32754|32754|32755|32755|32755|32754|32755|32754|32755|32755|32754|32755|32755|32754|32754|32755|32755|32754|32754|32755|32754|32754|32754|32754|32754|32754|32755|32755",counts,gyro_z,"32738|32737|32737|32737|32737|32737|32738|32738|32738|32737|32736|32736|32737|32737|32737|32737|32738|32738|32738|32737|32737|32737|32737|32736|32736|32736|32737|32737|32737|32737",counts,timestamp_ms,"730",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,accelerometer_data,timestamp,"4",s,sample_time_offset,"0|10|20|30|40|50|60|70|80|90|100|110|120|130|140|150|160|170|180|190|200|210|220|230|240|250|260|270|280|290",ms,accel_x,"30756|30759|30759|30759|30760|30764|30762|30758|30761|30759|30758|30758|30762|30765|30766|30763|30756|30758|30763|30763|30761|30763|30763|30760|30757|30758|30761|30759|30757|30755",counts,accel_y,"32721|32722|32720|32720|32717|32713|32713|32716|32717|32717|32718|32719|32720|32719|32719|32718|32720|32721|32722|32723|32724|32724|32724|32725|32725|32726|32727|32727|32726|32722",counts,accel_z,"32960|32960|32964|32964|32964|32963|32963|32963|32961|32964|32965|32965|32964|32966|32963|32963|32965|32965|32964|32964|32965|32963|32960|32960|32963|32966|32966|32965|32961|32960",counts,timestamp_ms,"730",ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
